Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"CTM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,12.0,666,5,1
"SWM (z:2.5759,a:2.5,25)",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,13.0,666,5,1
"TM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"WM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,6.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"SWM (z:2.5759,a:2.5,30)",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,15.0,666,5,1
"TM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"WM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,9.0,666,5,1
"WM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,12.0,666,5,1
"WM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,7.0,666,5,1
"WM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,8.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"WM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,10.0,666,5,1
"CTM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:5 Var:1,500.0,12.0,666,5,1
"SWM (z:1.6449,a:0.5,10)",z:1.6449 alpha:0.5,MG:-5 Var:1,3.5140845070422535,0.0,666,5,1
"TM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,4.37719298245614,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,4.415929203539823,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.1, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,6.653333333333333,0.0,666,5,1
"SWM (z:1.6449,a:0.5,15)",z:1.6449 alpha:0.5,MG:-5 Var:1,4.024193548387097,0.0,666,5,1
"TM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,7.447761194029851,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,6.930555555555555,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.1, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,10.847826086956522,0.0,666,5,1
"SWM (z:1.6449,a:0.5,20)",z:1.6449 alpha:0.5,MG:-5 Var:1,7.231884057971015,0.0,666,5,1
"TM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,11.880952380952381,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,11.880952380952381,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.1, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,20.791666666666668,0.0,666,5,1
"SWM (z:1.6449,a:0.5,25)",z:1.6449 alpha:0.5,MG:-5 Var:1,7.920634920634921,0.0,666,5,1
"TM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,4.37719298245614,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,4.415929203539823,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.15, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,7.447761194029851,0.0,666,5,1
"SWM (z:1.6449,a:0.5,30)",z:1.6449 alpha:0.5,MG:-5 Var:1,18.48148148148148,0.0,666,5,1
"TM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,7.447761194029851,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,7.028169014084507,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.15, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,14.257142857142858,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.15, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,10.617021276595745,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.15, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,26.263157894736842,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.2, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,4.301724137931035,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.2, 10))",z:1.6449 alpha:0.5,MG:-5 Var:1,9.072727272727272,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.2, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,8.048387096774194,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.2, 15))",z:1.6449 alpha:0.5,MG:-5 Var:1,17.821428571428573,0.0,666,5,1
"WM (z:1.6449,a:0.5,(0.2, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,9.596153846153847,0.0,666,5,1
"CTM (z:1.6449,a:0.5,(0.2, 20))",z:1.6449 alpha:0.5,MG:-5 Var:1,27.72222222222222,0.0,666,5,1
"SWM (z:1.6449,a:0.75,10)",z:1.6449 alpha:0.75,MG:-5 Var:1,16.633333333333333,0.0,666,5,1
"TM (z:1.6449,a:0.75,(0.1, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,21.652173913043477,2.0,666,5,1
"WM (z:1.6449,a:0.75,(0.1, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,20.75,2.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.1, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,71.0,2.0,666,5,1
"SWM (z:1.6449,a:0.75,15)",z:1.6449 alpha:0.75,MG:-5 Var:1,27.666666666666668,0.0,666,5,1
"TM (z:1.6449,a:0.75,(0.1, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,124.5,1.0,666,5,1
"WM (z:1.6449,a:0.75,(0.1, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,99.6,1.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.1, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,1.0,666,5,1
"SWM (z:1.6449,a:0.75,20)",z:1.6449 alpha:0.75,MG:-5 Var:1,101.66666666666667,1.0,666,5,1
"TM (z:1.6449,a:0.75,(0.1, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,1.0,666,5,1
"WM (z:1.6449,a:0.75,(0.1, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,1.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.1, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"SWM (z:1.6449,a:0.75,25)",z:1.6449 alpha:0.75,MG:-5 Var:1,79.25,4.0,666,5,1
"TM (z:1.6449,a:0.75,(0.15, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,21.652173913043477,2.0,666,5,1
"WM (z:1.6449,a:0.75,(0.15, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,20.75,2.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.15, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,60.4,2.0,666,5,1
"SWM (z:1.6449,a:0.75,30)",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,6.0,666,5,1
"TM (z:1.6449,a:0.75,(0.15, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,124.5,1.0,666,5,1
"WM (z:1.6449,a:0.75,(0.15, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,249.0,1.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.15, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"WM (z:1.6449,a:0.75,(0.15, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.15, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"WM (z:1.6449,a:0.75,(0.2, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,21.652173913043477,2.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.2, 10))",z:1.6449 alpha:0.75,MG:-5 Var:1,149.0,2.0,666,5,1
"WM (z:1.6449,a:0.75,(0.2, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,77.16666666666667,1.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.2, 15))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"WM (z:1.6449,a:0.75,(0.2, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:0.75,(0.2, 20))",z:1.6449 alpha:0.75,MG:-5 Var:1,500.0,2.0,666,5,1
"SWM (z:1.6449,a:1,10)",z:1.6449 alpha:1,MG:-5 Var:1,40.111111111111114,2.0,666,5,1
"TM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-5 Var:1,298.0,2.0,666,5,1
"WM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"SWM (z:1.6449,a:1,15)",z:1.6449 alpha:1,MG:-5 Var:1,500.0,4.0,666,5,1
"TM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"WM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"SWM (z:1.6449,a:1,20)",z:1.6449 alpha:1,MG:-5 Var:1,500.0,5.0,666,5,1
"TM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"SWM (z:1.6449,a:1,25)",z:1.6449 alpha:1,MG:-5 Var:1,500.0,7.0,666,5,1
"TM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-5 Var:1,298.0,2.0,666,5,1
"WM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"SWM (z:1.6449,a:1,30)",z:1.6449 alpha:1,MG:-5 Var:1,500.0,9.0,666,5,1
"TM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"WM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:-5 Var:1,149.0,3.0,666,5,1
"CTM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,2.0,666,5,1
"CTM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:-5 Var:1,500.0,5.0,666,5,1
"SWM (z:1.6449,a:1.5,10)",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,5.0,666,5,1
"TM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.1, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"SWM (z:1.6449,a:1.5,15)",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,8.0,666,5,1
"TM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.1, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,5.0,666,5,1
"SWM (z:1.6449,a:1.5,20)",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,10.0,666,5,1
"TM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,6.0,666,5,1
"WM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.1, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,6.0,666,5,1
"SWM (z:1.6449,a:1.5,25)",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,12.0,666,5,1
"TM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.15, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"SWM (z:1.6449,a:1.5,30)",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,13.0,666,5,1
"TM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,4.0,666,5,1
"WM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.15, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,5.0,666,5,1
"WM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.15, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,6.0,666,5,1
"WM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.2, 10))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,4.0,666,5,1
"WM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,4.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.2, 15))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,6.0,666,5,1
"WM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.6449,a:1.5,(0.2, 20))",z:1.6449 alpha:1.5,MG:-5 Var:1,500.0,7.0,666,5,1
"SWM (z:1.6449,a:2,10)",z:1.6449 alpha:2,MG:-5 Var:1,500.0,5.0,666,5,1
"TM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:2,(0.1, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,4.0,666,5,1
"SWM (z:1.6449,a:2,15)",z:1.6449 alpha:2,MG:-5 Var:1,500.0,8.0,666,5,1
"TM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,6.0,666,5,1
"WM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.6449,a:2,(0.1, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,7.0,666,5,1
"SWM (z:1.6449,a:2,20)",z:1.6449 alpha:2,MG:-5 Var:1,500.0,10.0,666,5,1
"TM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,7.0,666,5,1
"WM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.6449,a:2,(0.1, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,8.0,666,5,1
"SWM (z:1.6449,a:2,25)",z:1.6449 alpha:2,MG:-5 Var:1,500.0,12.0,666,5,1
"TM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,3.0,666,5,1
"WM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:2,(0.15, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,4.0,666,5,1
"SWM (z:1.6449,a:2,30)",z:1.6449 alpha:2,MG:-5 Var:1,500.0,15.0,666,5,1
"TM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,6.0,666,5,1
"WM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,5.0,666,5,1
"CTM (z:1.6449,a:2,(0.15, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,7.0,666,5,1
"WM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.6449,a:2,(0.15, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,9.0,666,5,1
"WM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,3.0,666,5,1
"CTM (z:1.6449,a:2,(0.2, 10))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,5.0,666,5,1
"WM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,6.0,666,5,1
"CTM (z:1.6449,a:2,(0.2, 15))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,7.0,666,5,1
"WM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.6449,a:2,(0.2, 20))",z:1.6449 alpha:2,MG:-5 Var:1,500.0,10.0,666,5,1
"SWM (z:1.6449,a:2.5,10)",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,5.0,666,5,1
"TM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,4.0,666,5,1
"WM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,4.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.1, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,6.0,666,5,1
"SWM (z:1.6449,a:2.5,15)",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,8.0,666,5,1
"TM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,7.0,666,5,1
"WM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.1, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,8.0,666,5,1
"SWM (z:1.6449,a:2.5,20)",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,10.0,666,5,1
"TM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,9.0,666,5,1
"WM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,9.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.1, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,11.0,666,5,1
"SWM (z:1.6449,a:2.5,25)",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,13.0,666,5,1
"TM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,4.0,666,5,1
"WM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,4.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.15, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,6.0,666,5,1
"SWM (z:1.6449,a:2.5,30)",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,15.0,666,5,1
"TM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,7.0,666,5,1
"WM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.15, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,9.0,666,5,1
"WM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,8.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.15, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,12.0,666,5,1
"WM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,4.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.2, 10))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,6.0,666,5,1
"WM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,7.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.2, 15))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,9.0,666,5,1
"WM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,9.0,666,5,1
"CTM (z:1.6449,a:2.5,(0.2, 20))",z:1.6449 alpha:2.5,MG:-5 Var:1,500.0,12.0,666,5,1
"SWM (z:1.96,a:0.5,10)",z:1.96 alpha:0.5,MG:-5 Var:1,3.099378881987578,0.0,666,5,1
"TM (z:1.96,a:0.5,(0.1, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,3.6691176470588234,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.1, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,3.992,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.1, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,5.308510638297872,0.0,666,5,1
"SWM (z:1.96,a:0.5,15)",z:1.96 alpha:0.5,MG:-5 Var:1,3.4895104895104896,0.0,666,5,1
"TM (z:1.96,a:0.5,(0.1, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,5.670454545454546,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.1, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,5.735632183908046,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.1, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,8.180327868852459,0.0,666,5,1
"SWM (z:1.96,a:0.5,20)",z:1.96 alpha:0.5,MG:-5 Var:1,5.483516483516484,0.0,666,5,1
"TM (z:1.96,a:0.5,(0.1, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,7.5606060606060606,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.1, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,7.796875,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.1, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,12.170731707317072,0.0,666,5,1
"SWM (z:1.96,a:0.5,25)",z:1.96 alpha:0.5,MG:-5 Var:1,6.565789473684211,0.0,666,5,1
"TM (z:1.96,a:0.5,(0.15, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,3.6691176470588234,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.15, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,3.992,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.15, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,6.0120481927710845,0.0,666,5,1
"SWM (z:1.96,a:0.5,30)",z:1.96 alpha:0.5,MG:-5 Var:1,12.170731707317072,0.0,666,5,1
"TM (z:1.96,a:0.5,(0.15, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,6.085365853658536,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.15, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,5.870588235294117,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.15, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,9.072727272727272,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.15, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,7.338235294117647,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.15, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,13.86111111111111,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.2, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,3.5642857142857145,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.2, 10))",z:1.96 alpha:0.5,MG:-5 Var:1,6.743243243243243,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.2, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,5.940476190476191,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.2, 15))",z:1.96 alpha:0.5,MG:-5 Var:1,11.088888888888889,0.0,666,5,1
"WM (z:1.96,a:0.5,(0.2, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,6.835616438356165,0.0,666,5,1
"CTM (z:1.96,a:0.5,(0.2, 20))",z:1.96 alpha:0.5,MG:-5 Var:1,17.821428571428573,0.0,666,5,1
