Model (Parameters),z and alpha,"Data (len:900, TCP:500)",ARL0,ARL1,seed,Gap Size,Data Var
"WM (z:1.96,a:2,(0.2, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2,(0.2, 20))",z:1.96 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2.5,10)",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2.5,(0.1, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.1, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.1, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2.5,15)",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2.5,(0.1, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.1, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.1, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2.5,20)",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.1, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2.5,25)",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.15, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:2.5,30)",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.15, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.15, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.15, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.2, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.2, 10))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.2, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.2, 15))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:2.5,(0.2, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:2.5,(0.2, 20))",z:1.96 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:3,10)",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:3,(0.1, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.1, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.1, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:3,15)",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:3,(0.1, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.1, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.1, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:3,20)",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:3,(0.1, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.1, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.1, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:3,25)",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:3,(0.15, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.15, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.15, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.96,a:3,30)",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:1.96,a:3,(0.15, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.15, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.15, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.15, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.15, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.2, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.2, 10))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.2, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.2, 15))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:1.96,a:3,(0.2, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:1.96,a:3,(0.2, 20))",z:1.96 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:1,10)",z:2.5759 alpha:1,MG:1 Var:9,18.12,35.0,666,1,9
"TM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:1 Var:9,19.695652173913043,41.0,666,1,9
"WM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:1 Var:9,18.875,14.0,666,1,9
"CTM (z:2.5759,a:1,(0.1, 10))",z:2.5759 alpha:1,MG:1 Var:9,64.66666666666667,67.0,666,1,9
"SWM (z:2.5759,a:1,15)",z:2.5759 alpha:1,MG:1 Var:9,25.38888888888889,39.0,666,1,9
"TM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:1 Var:9,41.54545454545455,66.0,666,1,9
"WM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:1 Var:9,41.54545454545455,66.0,666,1,9
"CTM (z:2.5759,a:1,(0.1, 15))",z:2.5759 alpha:1,MG:1 Var:9,161.0,120.0,666,1,9
"SWM (z:2.5759,a:1,20)",z:2.5759 alpha:1,MG:1 Var:9,194.0,53.0,666,1,9
"TM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:1 Var:9,500.0,53.0,666,1,9
"WM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:1 Var:9,52.666666666666664,117.0,666,1,9
"CTM (z:2.5759,a:1,(0.1, 20))",z:2.5759 alpha:1,MG:1 Var:9,500.0,121.0,666,1,9
"SWM (z:2.5759,a:1,25)",z:2.5759 alpha:1,MG:1 Var:9,500.0,84.0,666,1,9
"TM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:1 Var:9,19.695652173913043,41.0,666,1,9
"WM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:1 Var:9,18.875,14.0,666,1,9
"CTM (z:2.5759,a:1,(0.15, 10))",z:2.5759 alpha:1,MG:1 Var:9,96.5,86.0,666,1,9
"SWM (z:2.5759,a:1,30)",z:2.5759 alpha:1,MG:1 Var:9,500.0,146.0,666,1,9
"TM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:1 Var:9,45.7,66.0,666,1,9
"WM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:1 Var:9,41.54545454545455,66.0,666,1,9
"CTM (z:2.5759,a:1,(0.15, 15))",z:2.5759 alpha:1,MG:1 Var:9,161.0,122.0,666,1,9
"WM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:1 Var:9,500.0,117.0,666,1,9
"CTM (z:2.5759,a:1,(0.15, 20))",z:2.5759 alpha:1,MG:1 Var:9,500.0,124.0,666,1,9
"WM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:1 Var:9,17.384615384615383,14.0,666,1,9
"CTM (z:2.5759,a:1,(0.2, 10))",z:2.5759 alpha:1,MG:1 Var:9,193.0,119.0,666,1,9
"WM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:1 Var:9,45.7,71.0,666,1,9
"CTM (z:2.5759,a:1,(0.2, 15))",z:2.5759 alpha:1,MG:1 Var:9,500.0,123.0,666,1,9
"WM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:1 Var:9,500.0,53.0,666,1,9
"CTM (z:2.5759,a:1,(0.2, 20))",z:2.5759 alpha:1,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:2.5759,a:1.5,10)",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"TM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"WM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.1, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:2.5759,a:1.5,15)",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.1, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:1.5,20)",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.1, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:1.5,25)",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"WM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.15, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,124.0,666,1,9
"SWM (z:2.5759,a:1.5,30)",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.15, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.15, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,121.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.2, 10))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,124.0,666,1,9
"WM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.2, 15))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:1.5,(0.2, 20))",z:2.5759 alpha:1.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2,10)",z:2.5759 alpha:2,MG:1 Var:9,500.0,124.0,666,1,9
"TM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.1, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2,15)",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.1, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2,20)",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.1, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2,25)",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.15, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2,30)",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.15, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.15, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.2, 10))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.2, 15))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2,(0.2, 20))",z:2.5759 alpha:2,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2.5,10)",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.1, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2.5,15)",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.1, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2.5,20)",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.1, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2.5,25)",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.15, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:2.5,30)",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.15, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.15, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.2, 10))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.2, 15))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:2.5,(0.2, 20))",z:2.5759 alpha:2.5,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:3,10)",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.1, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:3,15)",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.1, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:3,20)",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.1, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:3,25)",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.15, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:2.5759,a:3,30)",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"TM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.15, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.15, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.15, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.2, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.2, 10))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.2, 15))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"WM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"CTM (z:2.5759,a:3,(0.2, 20))",z:2.5759 alpha:3,MG:1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:1,10)",z:1.6449 alpha:1,MG:-1 Var:9,16.041666666666668,58.0,666,1,9
"TM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-1 Var:9,27.5,15.0,666,1,9
"WM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-1 Var:9,29.615384615384617,15.0,666,1,9
"CTM (z:1.6449,a:1,(0.1, 10))",z:1.6449 alpha:1,MG:-1 Var:9,65.0,87.0,666,1,9
"SWM (z:1.6449,a:1,15)",z:1.6449 alpha:1,MG:-1 Var:9,13.5,101.0,666,1,9
"TM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-1 Var:9,67.5,59.0,666,1,9
"WM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-1 Var:9,67.5,59.0,666,1,9
"CTM (z:1.6449,a:1,(0.1, 15))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,273.0,666,1,9
"SWM (z:1.6449,a:1,20)",z:1.6449 alpha:1,MG:-1 Var:9,44.333333333333336,116.0,666,1,9
"TM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,116.0,666,1,9
"WM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,116.0,666,1,9
"CTM (z:1.6449,a:1,(0.1, 20))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,400.0,666,1,9
"SWM (z:1.6449,a:1,25)",z:1.6449 alpha:1,MG:-1 Var:9,500.0,103.0,666,1,9
"TM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-1 Var:9,27.5,15.0,666,1,9
"WM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-1 Var:9,29.615384615384617,15.0,666,1,9
"CTM (z:1.6449,a:1,(0.15, 10))",z:1.6449 alpha:1,MG:-1 Var:9,65.0,87.0,666,1,9
"SWM (z:1.6449,a:1,30)",z:1.6449 alpha:1,MG:-1 Var:9,500.0,400.0,666,1,9
"TM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-1 Var:9,45.0,59.0,666,1,9
"WM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-1 Var:9,135.0,59.0,666,1,9
"CTM (z:1.6449,a:1,(0.15, 15))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,273.0,666,1,9
"WM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,60.0,666,1,9
"CTM (z:1.6449,a:1,(0.15, 20))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:-1 Var:9,27.571428571428573,15.0,666,1,9
"CTM (z:1.6449,a:1,(0.2, 10))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,272.0,666,1,9
"WM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:-1 Var:9,45.0,59.0,666,1,9
"CTM (z:1.6449,a:1,(0.2, 15))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,400.0,666,1,9
"WM (z:1.6449,a:1,(0.2, 20))",z:1.6449 alpha:1,MG:-1 Var:9,500.0,116.0,666,1,9
