"Data (len:900, TCP:500)",z and alpha,Model (Parameters),ARL0,ARL0,ARL1,ARL1
,,,mean,std,mean,std
MG:-5 Var:1,z:1.96 alpha:0.75,"CTM (z:1.96,a:0.75,(0.15, 10))",45.3741,13.1811,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:0.75,"CTM (z:1.96,a:0.75,(0.15, 15))",239.0833,231.7273,2.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"CTM (z:1.96,a:0.75,(0.15, 20))",355.5556,180.892,3.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"CTM (z:1.96,a:0.75,(0.2, 10))",59.4296,8.4309,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:0.75,"CTM (z:1.96,a:0.75,(0.2, 15))",384.0,200.9179,3.0,1.0
MG:-5 Var:1,z:1.96 alpha:0.75,"CTM (z:1.96,a:0.75,(0.2, 20))",485.3333,25.4034,3.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"SWM (z:1.96,a:0.75,10)",9.8766,2.3946,1.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"SWM (z:1.96,a:0.75,15)",20.5708,4.7057,3.0,3.0
MG:-5 Var:1,z:1.96 alpha:0.75,"SWM (z:1.96,a:0.75,20)",34.7669,3.7539,4.3333,3.0551
MG:-5 Var:1,z:1.96 alpha:0.75,"SWM (z:1.96,a:0.75,25)",209.1111,252.15,7.0,2.6458
MG:-5 Var:1,z:1.96 alpha:0.75,"SWM (z:1.96,a:0.75,30)",343.8667,270.4309,7.3333,2.0817
MG:-5 Var:1,z:1.96 alpha:0.75,"TM (z:1.96,a:0.75,(0.1, 10))",15.8746,2.3999,2.0,1.0
MG:-5 Var:1,z:1.96 alpha:0.75,"TM (z:1.96,a:0.75,(0.1, 15))",61.9444,38.6761,2.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"TM (z:1.96,a:0.75,(0.1, 20))",149.0556,138.9464,3.3333,2.0817
MG:-5 Var:1,z:1.96 alpha:0.75,"TM (z:1.96,a:0.75,(0.15, 10))",15.8746,2.3999,2.0,1.0
MG:-5 Var:1,z:1.96 alpha:0.75,"TM (z:1.96,a:0.75,(0.15, 15))",53.346,30.4962,2.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.1, 10))",15.442,2.6018,2.0,0.0
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.1, 15))",50.5169,22.8734,2.0,1.0
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.1, 20))",146.4944,142.0418,2.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.15, 10))",15.442,2.6018,2.0,0.0
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.15, 15))",62.2364,35.7906,2.0,1.0
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.15, 20))",200.7222,259.8122,3.0,1.7321
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.2, 10))",14.61,3.0818,1.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.2, 15))",45.3519,21.9769,2.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:0.75,"WM (z:1.96,a:0.75,(0.2, 20))",213.0962,250.7959,3.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 10))",467.6667,56.003,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 15))",500.0,0.0,3.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 20))",500.0,0.0,4.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 10))",500.0,0.0,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 15))",500.0,0.0,3.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 20))",500.0,0.0,4.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 10))",500.0,0.0,3.0,0.0
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 15))",500.0,0.0,4.0,1.0
MG:-5 Var:1,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 20))",500.0,0.0,5.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"SWM (z:1.96,a:1,10)",44.4937,13.2047,2.0,2.0
MG:-5 Var:1,z:1.96 alpha:1,"SWM (z:1.96,a:1,15)",70.7143,23.5007,4.3333,3.0551
MG:-5 Var:1,z:1.96 alpha:1,"SWM (z:1.96,a:1,20)",500.0,0.0,6.0,3.0
MG:-5 Var:1,z:1.96 alpha:1,"SWM (z:1.96,a:1,25)",500.0,0.0,8.6667,3.5119
MG:-5 Var:1,z:1.96 alpha:1,"SWM (z:1.96,a:1,30)",500.0,0.0,9.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 10))",183.5185,124.7532,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 15))",384.0,200.9179,3.0,1.0
MG:-5 Var:1,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 20))",500.0,0.0,4.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.15, 10))",183.5185,124.7532,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.15, 15))",384.0,200.9179,3.3333,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 10))",181.7,127.3596,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 15))",409.3333,157.0393,2.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 20))",500.0,0.0,3.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 10))",181.7,127.3596,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 15))",384.0,200.9179,3.0,1.0
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 20))",500.0,0.0,3.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 10))",111.4074,53.1843,2.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 15))",384.0,200.9179,3.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 20))",500.0,0.0,4.6667,1.5275
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 10))",500.0,0.0,3.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 15))",500.0,0.0,5.0,1.0
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 20))",500.0,0.0,6.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 10))",500.0,0.0,3.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 15))",500.0,0.0,5.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 20))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.2, 10))",500.0,0.0,4.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.2, 15))",500.0,0.0,6.0,1.0
MG:-5 Var:1,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.2, 20))",500.0,0.0,7.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,10)",500.0,0.0,5.0,0.0
MG:-5 Var:1,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,15)",500.0,0.0,7.0,0.0
MG:-5 Var:1,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,20)",500.0,0.0,9.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,25)",500.0,0.0,11.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,30)",500.0,0.0,13.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.1, 10))",500.0,0.0,3.0,0.0
MG:-5 Var:1,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.1, 15))",500.0,0.0,4.0,1.0
MG:-5 Var:1,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.1, 20))",500.0,0.0,5.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.15, 10))",500.0,0.0,3.0,0.0
MG:-5 Var:1,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.15, 15))",500.0,0.0,4.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.1, 10))",500.0,0.0,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.1, 15))",500.0,0.0,3.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.1, 20))",500.0,0.0,5.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.15, 10))",500.0,0.0,2.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.15, 15))",500.0,0.0,3.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.15, 20))",500.0,0.0,5.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.2, 10))",500.0,0.0,3.0,0.0
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.2, 15))",500.0,0.0,4.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.2, 20))",500.0,0.0,5.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.1, 10))",500.0,0.0,4.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.1, 15))",500.0,0.0,6.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.1, 20))",500.0,0.0,8.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.15, 10))",500.0,0.0,4.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.15, 15))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.15, 20))",500.0,0.0,8.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.2, 10))",500.0,0.0,5.0,0.0
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.2, 15))",500.0,0.0,7.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.2, 20))",500.0,0.0,9.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"SWM (z:1.96,a:2,10)",500.0,0.0,5.0,0.0
MG:-5 Var:1,z:1.96 alpha:2,"SWM (z:1.96,a:2,15)",500.0,0.0,7.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"SWM (z:1.96,a:2,20)",500.0,0.0,10.0,0.0
MG:-5 Var:1,z:1.96 alpha:2,"SWM (z:1.96,a:2,25)",500.0,0.0,12.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"SWM (z:1.96,a:2,30)",500.0,0.0,15.0,0.0
MG:-5 Var:1,z:1.96 alpha:2,"TM (z:1.96,a:2,(0.1, 10))",500.0,0.0,3.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"TM (z:1.96,a:2,(0.1, 15))",500.0,0.0,6.0,1.0
MG:-5 Var:1,z:1.96 alpha:2,"TM (z:1.96,a:2,(0.1, 20))",500.0,0.0,7.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2,"TM (z:1.96,a:2,(0.15, 10))",500.0,0.0,3.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"TM (z:1.96,a:2,(0.15, 15))",500.0,0.0,6.0,1.0
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.1, 10))",500.0,0.0,3.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.1, 15))",500.0,0.0,5.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.1, 20))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.15, 10))",500.0,0.0,3.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.15, 15))",500.0,0.0,5.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.15, 20))",500.0,0.0,6.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.2, 10))",500.0,0.0,3.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.2, 15))",500.0,0.0,6.0,1.0
MG:-5 Var:1,z:1.96 alpha:2,"WM (z:1.96,a:2,(0.2, 20))",500.0,0.0,7.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.1, 10))",500.0,0.0,5.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.1, 15))",500.0,0.0,7.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.1, 20))",500.0,0.0,10.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.15, 10))",500.0,0.0,6.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.15, 15))",500.0,0.0,8.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.15, 20))",500.0,0.0,11.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.2, 10))",500.0,0.0,6.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.2, 15))",500.0,0.0,8.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"CTM (z:1.96,a:2.5,(0.2, 20))",500.0,0.0,11.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"SWM (z:1.96,a:2.5,10)",500.0,0.0,5.0,0.0
MG:-5 Var:1,z:1.96 alpha:2.5,"SWM (z:1.96,a:2.5,15)",500.0,0.0,8.0,0.0
MG:-5 Var:1,z:1.96 alpha:2.5,"SWM (z:1.96,a:2.5,20)",500.0,0.0,10.0,0.0
MG:-5 Var:1,z:1.96 alpha:2.5,"SWM (z:1.96,a:2.5,25)",500.0,0.0,13.0,0.0
MG:-5 Var:1,z:1.96 alpha:2.5,"SWM (z:1.96,a:2.5,30)",500.0,0.0,15.0,0.0
MG:-5 Var:1,z:1.96 alpha:2.5,"TM (z:1.96,a:2.5,(0.1, 10))",500.0,0.0,4.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"TM (z:1.96,a:2.5,(0.1, 15))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:2.5,"TM (z:1.96,a:2.5,(0.1, 20))",500.0,0.0,9.0,1.0
MG:-5 Var:1,z:1.96 alpha:2.5,"TM (z:1.96,a:2.5,(0.15, 10))",500.0,0.0,4.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"TM (z:1.96,a:2.5,(0.15, 15))",500.0,0.0,7.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.1, 10))",500.0,0.0,4.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.1, 15))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.1, 20))",500.0,0.0,9.0,1.0
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.15, 10))",500.0,0.0,4.6667,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.15, 15))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.15, 20))",500.0,0.0,8.6667,1.1547
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.2, 10))",500.0,0.0,4.3333,0.5774
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.2, 15))",500.0,0.0,7.0,1.0
MG:-5 Var:1,z:1.96 alpha:2.5,"WM (z:1.96,a:2.5,(0.2, 20))",500.0,0.0,9.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.1, 10))",3.5243,0.228,1.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.1, 15))",4.8741,0.3803,1.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.1, 20))",6.0239,0.5307,1.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.15, 10))",3.6658,0.1743,1.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.15, 15))",5.3606,0.1027,1.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.15, 20))",6.4248,0.7341,2.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.2, 10))",4.2094,0.2443,1.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.2, 15))",6.003,0.6081,1.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.5,"CTM (z:2.5759,a:0.5,(0.2, 20))",7.6824,1.4804,2.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.5,"SWM (z:2.5759,a:0.5,10)",2.458,0.2255,0.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.5,"SWM (z:2.5759,a:0.5,15)",2.7875,0.381,1.0,1.7321
MG:-5 Var:1,z:2.5759 alpha:0.5,"SWM (z:2.5759,a:0.5,20)",3.1115,0.5946,1.3333,2.3094
MG:-5 Var:1,z:2.5759 alpha:0.5,"SWM (z:2.5759,a:0.5,25)",3.6564,1.0977,4.0,3.6056
MG:-5 Var:1,z:2.5759 alpha:0.5,"SWM (z:2.5759,a:0.5,30)",4.0268,1.2733,3.3333,3.5119
MG:-5 Var:1,z:2.5759 alpha:0.5,"TM (z:2.5759,a:0.5,(0.1, 10))",2.7209,0.1936,0.0,0.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"TM (z:2.5759,a:0.5,(0.1, 15))",3.6157,0.4951,0.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.5,"TM (z:2.5759,a:0.5,(0.1, 20))",4.5545,0.4662,2.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.5,"TM (z:2.5759,a:0.5,(0.15, 10))",2.7209,0.1936,0.0,0.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"TM (z:2.5759,a:0.5,(0.15, 15))",3.5198,0.3585,0.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.1, 10))",2.7213,0.2446,0.0,0.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.1, 15))",3.6725,0.4185,0.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.1, 20))",4.7046,0.6705,2.0,1.7321
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.15, 10))",2.7213,0.2446,0.0,0.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.15, 15))",3.7215,0.6041,0.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.15, 20))",4.5603,0.6917,2.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.2, 10))",2.6584,0.1278,0.0,0.0
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.2, 15))",3.4809,0.3042,1.3333,2.3094
MG:-5 Var:1,z:2.5759 alpha:0.5,"WM (z:2.5759,a:0.5,(0.2, 20))",4.2732,0.5645,2.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.1, 10))",21.9476,3.0339,2.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.1, 15))",78.6286,39.7489,2.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.1, 20))",166.8611,126.3147,3.0,2.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.15, 10))",26.4159,4.7366,2.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.15, 15))",105.1,60.116,2.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.15, 20))",243.3111,223.5238,3.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.2, 10))",33.453,5.3813,2.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.2, 15))",145.0833,132.9173,2.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"CTM (z:2.5759,a:0.75,(0.2, 20))",342.8333,202.3637,3.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"SWM (z:2.5759,a:0.75,10)",7.2344,1.174,1.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"SWM (z:2.5759,a:0.75,15)",14.5785,1.4963,3.0,3.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"SWM (z:2.5759,a:0.75,20)",29.6651,13.6198,4.0,3.6056
MG:-5 Var:1,z:2.5759 alpha:0.75,"SWM (z:2.5759,a:0.75,25)",39.5972,19.6489,5.3333,4.7258
MG:-5 Var:1,z:2.5759 alpha:0.75,"SWM (z:2.5759,a:0.75,30)",135.1845,160.0798,5.3333,3.7859
MG:-5 Var:1,z:2.5759 alpha:0.75,"TM (z:2.5759,a:0.75,(0.1, 10))",10.3092,2.1777,1.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"TM (z:2.5759,a:0.75,(0.1, 15))",31.1515,13.0854,2.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"TM (z:2.5759,a:0.75,(0.1, 20))",132.8275,150.7827,3.0,2.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"TM (z:2.5759,a:0.75,(0.15, 10))",10.3092,2.1777,1.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"TM (z:2.5759,a:0.75,(0.15, 15))",26.7558,10.7251,2.0,2.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.1, 10))",10.138,2.3105,1.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.1, 15))",29.6238,12.4641,2.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.1, 20))",84.9167,66.6457,2.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.15, 10))",10.138,2.3105,1.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.15, 15))",31.8381,18.3396,2.0,1.0
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.15, 20))",82.3889,67.9715,2.6667,2.3094
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.2, 10))",9.63,2.4321,1.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.2, 15))",22.0685,7.7112,2.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:0.75,"WM (z:2.5759,a:0.75,(0.2, 20))",49.6207,19.4996,3.0,2.6458
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.1, 10))",350.7778,181.0722,2.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.1, 15))",500.0,0.0,3.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.1, 20))",500.0,0.0,4.0,1.0
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.15, 10))",467.6667,56.003,2.3333,0.5774
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.15, 15))",500.0,0.0,3.3333,1.5275
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.15, 20))",500.0,0.0,4.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.2, 10))",500.0,0.0,2.6667,0.5774
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.2, 15))",500.0,0.0,3.6667,1.1547
MG:-5 Var:1,z:2.5759 alpha:1,"CTM (z:2.5759,a:1,(0.2, 20))",500.0,0.0,4.6667,1.5275
MG:-5 Var:1,z:2.5759 alpha:1,"SWM (z:2.5759,a:1,10)",35.0972,9.9732,2.0,2.0
MG:-5 Var:1,z:2.5759 alpha:1,"SWM (z:2.5759,a:1,15)",61.0556,8.5087,3.6667,3.2146
MG:-5 Var:1,z:2.5759 alpha:1,"SWM (z:2.5759,a:1,20)",384.2222,200.533,5.6667,3.5119
MG:-5 Var:1,z:2.5759 alpha:1,"SWM (z:2.5759,a:1,25)",500.0,0.0,7.6667,3.2146
MG:-5 Var:1,z:2.5759 alpha:1,"SWM (z:2.5759,a:1,30)",500.0,0.0,9.3333,2.0817
MG:-5 Var:1,z:2.5759 alpha:1,"TM (z:2.5759,a:1,(0.1, 10))",63.2063,33.7181,2.3333,0.5774
