"Data (len:900, TCP:500)",z and alpha,Model (Parameters),ARL0,ARL0,ARL1,ARL1
,,,mean,std,mean,std
MG:-1 Var:4,z:2.5759 alpha:2,"WM (z:2.5759,a:2,(0.15, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2,"WM (z:2.5759,a:2,(0.2, 10))",500,0,328.6667,123.553
MG:-1 Var:4,z:2.5759 alpha:2,"WM (z:2.5759,a:2,(0.2, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2,"WM (z:2.5759,a:2,(0.2, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.1, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.1, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.1, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.15, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.15, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.15, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.2, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.2, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"CTM (z:2.5759,a:2.5,(0.2, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"SWM (z:2.5759,a:2.5,10)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"SWM (z:2.5759,a:2.5,15)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"SWM (z:2.5759,a:2.5,20)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"SWM (z:2.5759,a:2.5,25)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"SWM (z:2.5759,a:2.5,30)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"TM (z:2.5759,a:2.5,(0.1, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"TM (z:2.5759,a:2.5,(0.1, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"TM (z:2.5759,a:2.5,(0.1, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"TM (z:2.5759,a:2.5,(0.15, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"TM (z:2.5759,a:2.5,(0.15, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.1, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.1, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.1, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.15, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.15, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.15, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.2, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.2, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.2, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.1, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.1, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.1, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.15, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.15, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.15, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.2, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.2, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.2, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,10)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,15)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,20)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,25)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,30)",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.1, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.1, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.1, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.15, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.15, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.1, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.1, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.1, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.15, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.15, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.15, 20))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.2, 10))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.2, 15))",500,0,400,0
MG:-1 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.1, 10))",206.9583,253.8225,87.6667,41.0041
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.1, 15))",355.0667,251.0319,350,67.6683
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.1, 20))",387.6667,194.567,393.3333,11.547
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.15, 10))",206.4444,254.2825,178,193.2951
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.15, 15))",360.5,241.6211,350.3333,67.87
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.15, 20))",441.6667,101.0363,400,0
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.2, 10))",351.4444,257.3058,239.6667,178.7074
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.2, 15))",369.5556,225.9364,393,12.1244
MG:-1 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.2, 20))",441.6667,101.0363,400,0
MG:-1 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,10)",22.3139,15.1568,37.6667,24.8261
MG:-1 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,15)",37.275,36.4169,105,59.1016
MG:-1 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,20)",88.4278,95.4928,110,60.2246
MG:-1 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,25)",339.2105,278.4955,294,165.7438
MG:-1 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,30)",340.3125,276.5869,400,0
MG:-1 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.1, 10))",42.303,31.9777,23.3333,19.8578
MG:-1 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.1, 15))",199.1364,261.2326,170.3333,198.928
MG:-1 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.1, 20))",344.3333,269.6226,218.6667,157.4971
MG:-1 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.15, 10))",42.303,31.9777,23.3333,19.8578
MG:-1 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.15, 15))",191.6364,267.1573,170.3333,198.928
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.1, 10))",56.2274,52.4662,23.3333,19.8578
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.1, 15))",199.1364,261.2326,169,200.1275
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.1, 20))",349,261.5397,218.6667,157.4971
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.15, 10))",56.2274,52.4662,23.3333,19.8578
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.15, 15))",227.2381,240.3079,170.3333,198.928
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.15, 20))",349,261.5397,200,177.7639
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.2, 10))",45.3841,36.3456,10.3333,4.0415
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.2, 15))",195.2917,263.8932,186.6667,185.9417
MG:-1 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.2, 20))",351.6111,257.0171,218.6667,157.4971
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.1, 10))",500,0,393.3333,11.547
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,10)",387.6667,194.567,298.3333,157.4241
MG:-1 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,15)",441.6667,101.0363,302.3333,157.1952
MG:-1 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,20)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,25)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,30)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.1, 10))",500,0,392.6667,12.7017
MG:-1 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.15, 10))",500,0,392.6667,12.7017
MG:-1 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.1, 10))",500,0,392.3333,13.2791
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.15, 10))",500,0,392.3333,13.2791
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.2, 10))",441.6667,101.0363,392.6667,12.7017
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,10)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,15)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,20)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,25)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,30)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,10)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,15)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,20)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,25)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,30)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,10)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,15)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,20)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,25)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,30)",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.1, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.15, 20))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.2, 10))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.2, 15))",500,0,400,0
MG:-1 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.2, 20))",500,0,400,0
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 10))",215.5417,246.9645,40,27.1846
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 15))",351.4444,257.3058,349.6667,68.2373
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 20))",360.75,241.1881,393.3333,11.547
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 10))",206.9583,253.8225,87.6667,41.0041
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 15))",355.0667,251.0319,350,67.6683
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 20))",387.6667,194.567,393.6667,10.9697
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 10))",206.4444,254.2825,239.6667,178.7074
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 15))",360.5,241.6211,392.6667,12.7017
MG:-1 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 20))",441.6667,101.0363,400,0
MG:-1 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,10)",18.1748,10.1166,25.3333,28.3078
MG:-1 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,15)",33.8452,39.1332,105,59.1016
MG:-1 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,20)",79.0476,103.0167,104,60.2246
MG:-1 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,25)",179.9337,277.1856,129.6667,85.19
MG:-1 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,30)",340.3125,276.5869,229.3333,166.6563
MG:-1 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 10))",37.9732,30.4653,23,20.2237
MG:-1 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 15))",197.6026,262.7322,169,200.1275
MG:-1 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 20))",344.3333,269.6226,200,177.7639
MG:-1 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.15, 10))",37.9732,30.4653,23,20.2237
MG:-1 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.15, 15))",187.0556,271.0363,170.3333,198.928
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 10))",41.6768,32.4314,22.6667,19.6554
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 15))",198.3056,262.0426,169,200.1275
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 20))",344.3333,269.6226,198.6667,178.4526
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 10))",41.6768,32.4314,22.6667,19.6554
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 15))",191.6364,267.1573,170.3333,198.928
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 20))",344.3333,269.6226,200,177.7639
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 10))",30.4952,16.1053,10.3333,4.0415
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 15))",193.8519,265.1657,170.3333,198.928
MG:-1 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 20))",344.3333,269.6226,200,177.7639
MG:-1 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 10))",500,0,393.3333,11.547
MG:-1 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 15))",500,0,400,0
MG:-1 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 20))",500,0,400,0
MG:-1 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 10))",500,0,400,0
MG:-1 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 15))",500,0,400,0
MG:-1 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 20))",500,0,400,0
