"Data (len:900, TCP:500)",z and alpha,Model (Parameters),ARL0,ARL0,ARL1,ARL1
,,,mean,std,mean,std
MG:-5 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.2, 15))",500,0,18,6.0828
MG:-5 Var:4,z:2.5759 alpha:2.5,"WM (z:2.5759,a:2.5,(0.2, 20))",500,0,22.3333,2.0817
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.1, 10))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.1, 15))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.1, 20))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.15, 10))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.15, 15))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.15, 20))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.2, 10))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.2, 15))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"CTM (z:2.5759,a:3,(0.2, 20))",500,0,400,0
MG:-5 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,10)",500,0,32.6667,8.9629
MG:-5 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,15)",500,0,55.6667,45.3248
MG:-5 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,20)",500,0,230.6667,146.4662
MG:-5 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,25)",500,0,230.6667,141.8955
MG:-5 Var:4,z:2.5759 alpha:3,"SWM (z:2.5759,a:3,30)",500,0,293.6667,151.6586
MG:-5 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.1, 10))",500,0,32.3333,9.2376
MG:-5 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.1, 15))",500,0,60,39.3954
MG:-5 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.1, 20))",500,0,178.3333,191.1134
MG:-5 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.15, 10))",500,0,32.3333,9.2376
MG:-5 Var:4,z:2.5759 alpha:3,"TM (z:2.5759,a:3,(0.15, 15))",500,0,47,18.5203
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.1, 10))",500,0,21.6667,9.2916
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.1, 15))",500,0,60,39.3954
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.1, 20))",500,0,179.3333,195.0419
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.15, 10))",500,0,21.6667,9.2916
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.15, 15))",500,0,47,18.5203
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.15, 20))",500,0,179.3333,195.0419
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.2, 10))",500,0,32.6667,8.9629
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.2, 15))",500,0,47,18.5203
MG:-5 Var:4,z:2.5759 alpha:3,"WM (z:2.5759,a:3,(0.2, 20))",500,0,178.3333,191.1134
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.1, 10))",500,0,6.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.1, 15))",500,0,9.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.1, 20))",500,0,12.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.15, 10))",500,0,6.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.15, 15))",500,0,10,2.6458
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.15, 20))",500,0,12.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.2, 10))",500,0,6.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.2, 15))",500,0,10.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1,"CTM (z:1.6449,a:1,(0.2, 20))",500,0,14.3333,2.3094
MG:-5 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,10)",48.7846,27.5952,5.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,15)",101.2222,87.8041,8,2
MG:-5 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,20)",206.2857,254.4382,11.6667,1.1547
MG:-5 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,25)",395.1667,181.5767,12.3333,2.0817
MG:-5 Var:9,z:1.6449 alpha:1,"SWM (z:1.6449,a:1,30)",500,0,14.6667,2.5166
MG:-5 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.1, 10))",335.3333,162.7585,5.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.1, 15))",500,0,7.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.1, 20))",500,0,11,3
MG:-5 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.15, 10))",335.3333,162.7585,5.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"TM (z:1.6449,a:1,(0.15, 15))",500,0,8.3333,2.5166
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.1, 10))",452,49.5681,5.3333,3.2146
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.1, 15))",500,0,7.3333,3.2146
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.1, 20))",500,0,11,3
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.15, 10))",452,49.5681,5.3333,3.2146
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.15, 15))",500,0,8.6667,2.5166
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.15, 20))",500,0,11,3
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.2, 10))",385.1667,161.501,5.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.2, 15))",500,0,7.6667,2.8868
MG:-5 Var:9,z:1.6449 alpha:1,"WM (z:1.6449,a:1,(0.2, 20))",500,0,11,3
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.1, 10))",500,0,21,17.5784
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.1, 15))",500,0,15.6667,3.0551
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.1, 20))",500,0,29.3333,14.7422
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.15, 10))",500,0,22.3333,16.2891
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.15, 15))",500,0,47.6667,30.0888
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.15, 20))",500,0,50,31.5119
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.2, 10))",500,0,48,26.5141
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.2, 15))",500,0,51,27.8388
MG:-5 Var:9,z:1.6449 alpha:1.5,"CTM (z:1.6449,a:1.5,(0.2, 20))",500,0,58.3333,23.1589
MG:-5 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,10)",500,0,7.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,15)",500,0,12.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,20)",500,0,18,1.7321
MG:-5 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,25)",500,0,27,10.583
MG:-5 Var:9,z:1.6449 alpha:1.5,"SWM (z:1.6449,a:1.5,30)",500,0,29.6667,7.3711
MG:-5 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.1, 10))",500,0,7.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.1, 15))",500,0,12.3333,2.3094
MG:-5 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.1, 20))",500,0,16.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.15, 10))",500,0,7.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1.5,"TM (z:1.6449,a:1.5,(0.15, 15))",500,0,12.3333,1.5275
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.1, 10))",500,0,8.6667,3.7859
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.1, 15))",500,0,12.3333,2.3094
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.1, 20))",500,0,18,4.3589
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.15, 10))",500,0,8.6667,3.7859
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.15, 15))",500,0,12.3333,2.3094
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.15, 20))",500,0,16.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.2, 10))",500,0,8.6667,1.5275
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.2, 15))",500,0,12.3333,1.5275
MG:-5 Var:9,z:1.6449 alpha:1.5,"WM (z:1.6449,a:1.5,(0.2, 20))",500,0,16.6667,2.0817
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.1, 10))",500,0,156.3333,132.8019
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.1, 15))",500,0,211,163.7071
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.1, 20))",500,0,336,110.8513
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.15, 10))",500,0,277.6667,204.1429
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.15, 15))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.15, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.2, 10))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.2, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2,"CTM (z:1.6449,a:2,(0.2, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,10)",500,0,23.6667,19.5021
MG:-5 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,15)",500,0,27,19.2873
MG:-5 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,20)",500,0,75.3333,53.3135
MG:-5 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,25)",500,0,81.3333,54.3078
MG:-5 Var:9,z:1.6449 alpha:2,"SWM (z:1.6449,a:2,30)",500,0,97,69.0869
MG:-5 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.1, 10))",500,0,47.6667,25.9679
MG:-5 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.1, 15))",500,0,59.3333,29.6704
MG:-5 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.1, 20))",500,0,86.6667,42.4774
MG:-5 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.15, 10))",500,0,47.6667,25.9679
MG:-5 Var:9,z:1.6449 alpha:2,"TM (z:1.6449,a:2,(0.15, 15))",500,0,54.6667,23.2451
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.1, 10))",500,0,47.6667,25.9679
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.1, 15))",500,0,59.3333,29.6704
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.1, 20))",500,0,90,43.715
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.15, 10))",500,0,47.6667,25.9679
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.15, 15))",500,0,55.3333,22.8983
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.15, 20))",500,0,88.3333,43.0039
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.2, 10))",500,0,46.3333,24.4404
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.2, 15))",500,0,54,22.1133
MG:-5 Var:9,z:1.6449 alpha:2,"WM (z:1.6449,a:2,(0.2, 20))",500,0,82.3333,41.501
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.1, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.1, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.1, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.15, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.15, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.15, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.2, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.2, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"CTM (z:1.6449,a:2.5,(0.2, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,10)",500,0,164.6667,121.7429
MG:-5 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,15)",500,0,300.6667,172.0504
MG:-5 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,20)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,25)",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2.5,"SWM (z:1.6449,a:2.5,30)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.1, 10))",500,0,156.3333,132.8019
MG:-5 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.1, 15))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.1, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.15, 10))",500,0,156.3333,132.8019
MG:-5 Var:9,z:1.6449 alpha:2.5,"TM (z:1.6449,a:2.5,(0.15, 15))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.1, 10))",500,0,156.3333,132.8019
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.1, 15))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.1, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.15, 10))",500,0,156.3333,132.8019
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.15, 15))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.15, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.2, 10))",500,0,156.3333,132.8019
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.2, 15))",500,0,397.3333,4.6188
MG:-5 Var:9,z:1.6449 alpha:2.5,"WM (z:1.6449,a:2.5,(0.2, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.1, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.1, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.1, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.15, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.15, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.15, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.2, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.2, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"CTM (z:1.6449,a:3,(0.2, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,10)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,15)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,20)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,25)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"SWM (z:1.6449,a:3,30)",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.1, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.1, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.1, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.15, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"TM (z:1.6449,a:3,(0.15, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.1, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.1, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.1, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.15, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.15, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.15, 20))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.2, 10))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.2, 15))",500,0,400,0
MG:-5 Var:9,z:1.6449 alpha:3,"WM (z:1.6449,a:3,(0.2, 20))",500,0,400,0
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 10))",500,0,6.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 15))",500,0,9.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.1, 20))",500,0,12,2.6458
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 10))",500,0,6.6667,2.8868
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 15))",500,0,9.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.15, 20))",500,0,12.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 10))",500,0,6.6667,2.8868
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 15))",500,0,10,2.6458
MG:-5 Var:9,z:1.96 alpha:1,"CTM (z:1.96,a:1,(0.2, 20))",500,0,13,2
MG:-5 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,10)",35.6299,14.1906,5.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,15)",101.2222,87.8041,8,2
MG:-5 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,20)",194.6936,264.4038,9.6667,4.1633
MG:-5 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,25)",395.1667,181.5767,12.3333,2.0817
MG:-5 Var:9,z:1.96 alpha:1,"SWM (z:1.96,a:1,30)",500,0,13.6667,3.0551
MG:-5 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 10))",193,39.7838,5.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 15))",500,0,7.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.1, 20))",500,0,10.6667,2.5166
MG:-5 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.15, 10))",193,39.7838,5.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"TM (z:1.96,a:1,(0.15, 15))",500,0,7.6667,2.8868
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 10))",268.5,163.4755,5.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 15))",500,0,7.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.1, 20))",500,0,10.6667,3.0551
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 10))",268.5,163.4755,5.3333,3.2146
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 15))",500,0,7.6667,2.8868
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.15, 20))",500,0,11,3
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 10))",195.6667,43.4521,5.6667,2.8868
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 15))",500,0,7.3333,2.3094
MG:-5 Var:9,z:1.96 alpha:1,"WM (z:1.96,a:1,(0.2, 20))",500,0,10.6667,2.5166
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 10))",500,0,21,17.5784
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 15))",500,0,15.6667,3.0551
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.1, 20))",500,0,29.3333,14.7422
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 10))",500,0,22,16.6433
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 15))",500,0,35,36.3868
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.15, 20))",500,0,30.3333,15.5027
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.2, 10))",500,0,47.3333,26.0832
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.2, 15))",500,0,51,27.8388
MG:-5 Var:9,z:1.96 alpha:1.5,"CTM (z:1.96,a:1.5,(0.2, 20))",500,0,52.6667,28.6764
MG:-5 Var:9,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,10)",500,0,7.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,15)",500,0,12.3333,1.5275
MG:-5 Var:9,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,20)",500,0,17.3333,1.5275
MG:-5 Var:9,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,25)",500,0,26.6667,10.7858
MG:-5 Var:9,z:1.96 alpha:1.5,"SWM (z:1.96,a:1.5,30)",500,0,28.6667,8.0829
MG:-5 Var:9,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.1, 10))",500,0,7.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.1, 15))",500,0,12,1.7321
MG:-5 Var:9,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.1, 20))",500,0,16.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.15, 10))",500,0,7.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1.5,"TM (z:1.96,a:1.5,(0.15, 15))",500,0,12,1.7321
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.1, 10))",500,0,7.3333,2.3094
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.1, 15))",500,0,12.3333,2.3094
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.1, 20))",500,0,18,4.3589
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.15, 10))",500,0,7.3333,2.3094
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.15, 15))",500,0,12.3333,2.3094
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.15, 20))",500,0,16.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.2, 10))",500,0,8.6667,1.5275
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.2, 15))",500,0,12,1.7321
MG:-5 Var:9,z:1.96 alpha:1.5,"WM (z:1.96,a:1.5,(0.2, 20))",500,0,16.6667,2.0817
MG:-5 Var:9,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.1, 10))",500,0,155.6667,131.7055
MG:-5 Var:9,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.1, 15))",500,0,211,163.7071
MG:-5 Var:9,z:1.96 alpha:2,"CTM (z:1.96,a:2,(0.1, 20))",500,0,335.6667,111.4286
